ds2: 1750 train / 35 val (0 short items)
step 148200 loss 15.545 ema 15.647 val 17.607 0.06s/it
step 148400 loss 15.829 ema 15.652 val 16.753 0.06s/it
step 148600 loss 15.764 ema 15.685 val 16.988 0.06s/it
step 148800 loss 15.221 ema 15.574 val 17.150 0.06s/it
step 149000 loss 15.486 ema 15.614 val 16.918 0.06s/it
step 149200 loss 15.441 ema 15.602 val 17.098 0.06s/it
step 149400 loss 15.471 ema 15.646 val 17.309 0.06s/it
step 149600 loss 15.211 ema 15.668 val 17.032 0.06s/it
step 149800 loss 15.714 ema 15.544 val 17.249 0.06s/it
step 150000 loss 15.758 ema 15.553 val 17.383 0.06s/it
step 150200 loss 15.832 ema 15.609 val 17.274 0.06s/it
step 150400 loss 15.760 ema 15.625 val 17.258 0.06s/it
step 150600 loss 15.822 ema 15.615 val 16.637 0.06s/it
step 150800 loss 15.469 ema 15.593 val 16.815 0.06s/it
step 151000 loss 15.882 ema 15.698 val 16.998 0.06s/it
step 151200 loss 15.607 ema 15.691 val 16.743 0.06s/it
step 151400 loss 15.422 ema 15.535 val 16.912 0.06s/it
step 151600 loss 15.801 ema 15.643 val 16.938 0.06s/it
step 151800 loss 15.669 ema 15.747 val 17.539 0.06s/it
step 152000 loss 15.879 ema 15.618 val 16.865 0.06s/it
step 152200 loss 15.424 ema 15.578 val 17.248 0.06s/it
step 152400 loss 15.810 ema 15.555 val 16.834 0.06s/it
step 152600 loss 15.866 ema 15.526 val 17.119 0.06s/it
step 152800 loss 15.913 ema 15.584 val 17.447 0.06s/it
step 153000 loss 15.448 ema 15.575 val 16.989 0.06s/it
step 153200 loss 15.436 ema 15.682 val 17.095 0.06s/it
step 153400 loss 15.525 ema 15.565 val 16.855 0.06s/it
step 153600 loss 15.401 ema 15.556 val 16.547 0.06s/it
step 153800 loss 15.852 ema 15.563 val 16.400 0.06s/it
step 154000 loss 15.787 ema 15.645 val 16.993 0.06s/it
step 154200 loss 15.201 ema 15.612 val 16.590 0.06s/it
step 154400 loss 15.788 ema 15.584 val 17.118 0.06s/it
step 154600 loss 15.483 ema 15.578 val 17.463 0.06s/it
step 154800 loss 15.729 ema 15.560 val 17.089 0.06s/it
step 155000 loss 15.110 ema 15.587 val 16.798 0.06s/it
step 155200 loss 15.253 ema 15.548 val 16.830 0.06s/it
step 155400 loss 15.670 ema 15.765 val 17.055 0.06s/it
step 155600 loss 15.453 ema 15.588 val 17.434 0.06s/it
step 155800 loss 15.689 ema 15.539 val 16.824 0.06s/it
step 156000 loss 15.259 ema 15.578 val 17.419 0.06s/it
step 156200 loss 15.654 ema 15.692 val 16.985 0.06s/it
step 156400 loss 15.382 ema 15.664 val 17.245 0.06s/it
step 156600 loss 15.326 ema 15.575 val 17.419 0.06s/it
step 156800 loss 15.665 ema 15.513 val 16.686 0.06s/it
step 157000 loss 15.356 ema 15.557 val 16.986 0.06s/it
step 157200 loss 15.491 ema 15.496 val 16.848 0.06s/it
step 157400 loss 15.565 ema 15.541 val 17.156 0.06s/it
step 157600 loss 15.721 ema 15.614 val 17.378 0.06s/it
step 157800 loss 15.458 ema 15.573 val 16.826 0.06s/it
step 158000 loss 15.310 ema 15.547 val 16.962 0.06s/it
step 158200 loss 15.063 ema 15.508 val 16.846 0.06s/it
step 158400 loss 15.306 ema 15.540 val 16.677 0.06s/it
step 158600 loss 15.769 ema 15.494 val 16.824 0.06s/it
step 158800 loss 15.459 ema 15.558 val 16.602 0.06s/it
step 159000 loss 15.465 ema 15.547 val 16.916 0.06s/it
step 159200 loss 15.356 ema 15.512 val 17.198 0.06s/it
step 159400 loss 15.850 ema 15.526 val 17.076 0.06s/it
step 159600 loss 15.729 ema 15.488 val 17.303 0.06s/it
step 159800 loss 15.535 ema 15.543 val 16.803 0.06s/it
step 160000 loss 15.421 ema 15.506 val 16.396 0.06s/it
step 160200 loss 15.525 ema 15.482 val 16.601 0.06s/it
step 160400 loss 15.526 ema 15.513 val 17.049 0.06s/it
step 160600 loss 15.777 ema 15.501 val 16.718 0.06s/it
step 160800 loss 15.489 ema 15.499 val 16.900 0.06s/it
step 161000 loss 15.748 ema 15.505 val 17.071 0.06s/it
step 161200 loss 15.880 ema 15.479 val 16.691 0.06s/it
step 161400 loss 15.417 ema 15.465 val 16.665 0.06s/it
step 161600 loss 15.547 ema 15.509 val 16.985 0.06s/it
step 161800 loss 15.998 ema 15.693 val 17.409 0.06s/it
step 162000 loss 15.683 ema 15.589 val 16.985 0.06s/it
step 162200 loss 15.491 ema 15.507 val 16.885 0.06s/it
step 162400 loss 15.349 ema 15.498 val 16.922 0.06s/it
step 162600 loss 14.982 ema 15.468 val 16.768 0.06s/it
step 162800 loss 15.553 ema 15.521 val 16.417 0.06s/it
step 163000 loss 15.449 ema 15.567 val 16.949 0.06s/it
step 163200 loss 15.364 ema 15.563 val 17.590 0.06s/it
step 163400 loss 15.639 ema 15.591 val 17.418 0.06s/it
step 163600 loss 15.666 ema 15.535 val 17.140 0.06s/it
step 163800 loss 15.722 ema 15.540 val 17.240 0.06s/it
step 164000 loss 15.517 ema 15.500 val 17.040 0.06s/it
step 164200 loss 15.912 ema 15.470 val 17.322 0.06s/it
step 164400 loss 15.627 ema 15.535 val 16.640 0.06s/it
step 164600 loss 15.426 ema 15.484 val 16.470 0.06s/it
step 164800 loss 15.793 ema 15.444 val 17.064 0.06s/it
step 165000 loss 15.490 ema 15.454 val 16.724 0.06s/it
step 165200 loss 15.595 ema 15.474 val 16.820 0.06s/it
step 165400 loss 15.170 ema 15.441 val 16.727 0.06s/it
step 165600 loss 15.681 ema 15.435 val 17.079 0.06s/it
step 165800 loss 15.190 ema 15.423 val 17.092 0.06s/it
step 166000 loss 15.359 ema 15.464 val 17.299 0.06s/it
step 166200 loss 15.538 ema 15.485 val 16.925 0.06s/it
step 166400 loss 15.442 ema 15.490 val 17.132 0.06s/it
step 166600 loss 15.481 ema 15.506 val 16.815 0.06s/it
step 166800 loss 15.244 ema 15.489 val 17.558 0.06s/it
step 167000 loss 14.974 ema 15.423 val 17.178 0.06s/it
step 167200 loss 15.701 ema 15.502 val 17.066 0.06s/it
step 167400 loss 15.416 ema 15.454 val 17.232 0.06s/it
