ds2: 1750 train / 35 val (120 short items)
step 5000 mel 0.4335 ema 0.4383 gloss 28.80 1.18s/it
step 5100 mel 0.4386 ema 0.4361 gloss 29.26 1.18s/it
step 5200 mel 0.4373 ema 0.4347 gloss 29.87 1.18s/it
step 5300 mel 0.4532 ema 0.4417 gloss 30.35 1.18s/it
step 5400 mel 0.4306 ema 0.4387 gloss 28.36 1.18s/it
step 5500 mel 0.4425 ema 0.4385 gloss 29.39 1.19s/it
step 5600 mel 0.4276 ema 0.4378 gloss 28.67 1.19s/it
step 5700 mel 0.4247 ema 0.4364 gloss 31.02 1.19s/it
step 5800 mel 0.4628 ema 0.4369 gloss 30.14 1.19s/it
step 5900 mel 0.4295 ema 0.4365 gloss 30.49 1.19s/it
step 6000 mel 0.4426 ema 0.4364 gloss 29.22 1.19s/it
step 6100 mel 0.4369 ema 0.4376 gloss 30.49 1.20s/it
step 6200 mel 0.4372 ema 0.4339 gloss 28.91 1.20s/it
step 6300 mel 0.4235 ema 0.4380 gloss 30.49 1.20s/it
step 6400 mel 0.4177 ema 0.4356 gloss 29.58 1.21s/it
step 6500 mel 0.4182 ema 0.4375 gloss 30.14 1.21s/it
step 6600 mel 0.4459 ema 0.4360 gloss 29.49 1.21s/it
step 6700 mel 0.4413 ema 0.4391 gloss 28.48 1.21s/it
step 6800 mel 0.4511 ema 0.4388 gloss 29.86 1.21s/it
step 6900 mel 0.4531 ema 0.4369 gloss 31.14 1.21s/it
step 7000 mel 0.4280 ema 0.4325 gloss 29.02 1.21s/it
step 7100 mel 0.4309 ema 0.4317 gloss 28.96 1.21s/it
step 7200 mel 0.4626 ema 0.4338 gloss 29.91 1.21s/it
step 7300 mel 0.4707 ema 0.4348 gloss 31.27 1.21s/it
step 7400 mel 0.4246 ema 0.4324 gloss 29.78 1.21s/it
step 7500 mel 0.4327 ema 0.4338 gloss 29.47 1.21s/it
step 7600 mel 0.4518 ema 0.4340 gloss 29.87 1.21s/it
step 7700 mel 0.4142 ema 0.4327 gloss 30.42 1.21s/it
step 7800 mel 0.4393 ema 0.4342 gloss 29.39 1.21s/it
step 7900 mel 0.4203 ema 0.4322 gloss 30.59 1.21s/it
step 8000 mel 0.4248 ema 0.4307 gloss 28.45 1.21s/it
step 8100 mel 0.4257 ema 0.4345 gloss 29.65 1.21s/it
step 8200 mel 0.4275 ema 0.4317 gloss 30.65 1.22s/it
step 8300 mel 0.4286 ema 0.4312 gloss 28.17 1.22s/it
step 8400 mel 0.4296 ema 0.4292 gloss 30.53 1.22s/it
step 8500 mel 0.4148 ema 0.4327 gloss 29.09 1.22s/it
step 8600 mel 0.4316 ema 0.4350 gloss 29.85 1.22s/it
step 8700 mel 0.4330 ema 0.4310 gloss 30.48 1.22s/it
step 8800 mel 0.4226 ema 0.4331 gloss 29.38 1.22s/it
step 8900 mel 0.4446 ema 0.4298 gloss 31.35 1.22s/it
step 9000 mel 0.4392 ema 0.4325 gloss 29.18 1.22s/it
step 9100 mel 0.4203 ema 0.4290 gloss 29.56 1.22s/it
step 9200 mel 0.4307 ema 0.4299 gloss 29.43 1.22s/it
step 9300 mel 0.4338 ema 0.4294 gloss 29.23 1.22s/it
step 9400 mel 0.4313 ema 0.4306 gloss 29.99 1.22s/it
step 9500 mel 0.4350 ema 0.4300 gloss 29.03 1.22s/it
step 9600 mel 0.4408 ema 0.4305 gloss 29.57 1.22s/it
step 9700 mel 0.4251 ema 0.4307 gloss 29.48 1.22s/it
step 9800 mel 0.4500 ema 0.4298 gloss 29.53 1.22s/it
step 9900 mel 0.4181 ema 0.4325 gloss 29.20 1.22s/it
step 10000 mel 0.4179 ema 0.4324 gloss 29.92 1.22s/it
step 10100 mel 0.4576 ema 0.4338 gloss 31.52 1.22s/it
step 10200 mel 0.4376 ema 0.4305 gloss 29.96 1.22s/it
step 10300 mel 0.4145 ema 0.4310 gloss 30.26 1.22s/it
step 10400 mel 0.4374 ema 0.4301 gloss 30.87 1.22s/it
step 10500 mel 0.4192 ema 0.4300 gloss 30.60 1.22s/it
step 10600 mel 0.4377 ema 0.4312 gloss 31.35 1.22s/it
step 10700 mel 0.4287 ema 0.4304 gloss 31.10 1.22s/it
step 10800 mel 0.4188 ema 0.4290 gloss 30.51 1.22s/it
step 10900 mel 0.4184 ema 0.4279 gloss 30.17 1.22s/it
step 11000 mel 0.4167 ema 0.4282 gloss 29.09 1.22s/it
step 11100 mel 0.4222 ema 0.4297 gloss 29.90 1.22s/it
step 11200 mel 0.4351 ema 0.4280 gloss 29.66 1.22s/it
step 11300 mel 0.4214 ema 0.4282 gloss 29.95 1.23s/it
step 11400 mel 0.4121 ema 0.4287 gloss 31.05 1.23s/it
step 11500 mel 0.4700 ema 0.4295 gloss 31.10 1.23s/it
step 11600 mel 0.4229 ema 0.4301 gloss 30.07 1.23s/it
step 11700 mel 0.4155 ema 0.4295 gloss 29.84 1.23s/it
step 11800 mel 0.4272 ema 0.4304 gloss 30.32 1.23s/it
step 11900 mel 0.4274 ema 0.4279 gloss 30.24 1.23s/it
step 12000 mel 0.4229 ema 0.4281 gloss 31.53 1.23s/it
step 12100 mel 0.4181 ema 0.4262 gloss 29.67 1.23s/it
step 12200 mel 0.4543 ema 0.4319 gloss 30.70 1.23s/it
step 12300 mel 0.4292 ema 0.4298 gloss 31.33 1.23s/it
step 12400 mel 0.4258 ema 0.4249 gloss 30.22 1.23s/it
step 12500 mel 0.4156 ema 0.4251 gloss 30.46 1.23s/it
step 12600 mel 0.4185 ema 0.4276 gloss 30.02 1.23s/it
step 12700 mel 0.4497 ema 0.4285 gloss 30.94 1.23s/it
step 12800 mel 0.4249 ema 0.4246 gloss 29.83 1.23s/it
step 12900 mel 0.4332 ema 0.4267 gloss 31.37 1.23s/it
step 13000 mel 0.4243 ema 0.4277 gloss 30.22 1.23s/it
step 13100 mel 0.4303 ema 0.4244 gloss 29.50 1.23s/it
step 13200 mel 0.4177 ema 0.4266 gloss 29.10 1.23s/it
step 13300 mel 0.4184 ema 0.4266 gloss 29.53 1.23s/it
step 13400 mel 0.4540 ema 0.4278 gloss 31.36 1.23s/it
step 13500 mel 0.4235 ema 0.4267 gloss 30.91 1.23s/it
step 13600 mel 0.4278 ema 0.4280 gloss 28.90 1.23s/it
step 13700 mel 0.4015 ema 0.4238 gloss 29.31 1.23s/it
step 13800 mel 0.4186 ema 0.4267 gloss 28.79 1.23s/it
step 13900 mel 0.4397 ema 0.4286 gloss 31.00 1.24s/it
step 14000 mel 0.4125 ema 0.4267 gloss 30.03 1.24s/it
step 14100 mel 0.4279 ema 0.4262 gloss 29.88 1.24s/it
step 14200 mel 0.4448 ema 0.4277 gloss 31.28 1.24s/it
step 14300 mel 0.4361 ema 0.4265 gloss 30.06 1.24s/it
step 14400 mel 0.4359 ema 0.4241 gloss 31.14 1.24s/it
step 14500 mel 0.4250 ema 0.4276 gloss 28.75 1.24s/it
step 14600 mel 0.4168 ema 0.4267 gloss 30.01 1.24s/it
step 14700 mel 0.4142 ema 0.4246 gloss 29.99 1.24s/it
step 14800 mel 0.4162 ema 0.4247 gloss 29.74 1.24s/it
step 14900 mel 0.4120 ema 0.4251 gloss 29.35 1.24s/it
step 15000 mel 0.4472 ema 0.4238 gloss 30.05 1.24s/it
step 15100 mel 0.4379 ema 0.4280 gloss 29.87 1.24s/it
step 15200 mel 0.4387 ema 0.4247 gloss 29.07 1.24s/it
step 15300 mel 0.4182 ema 0.4244 gloss 29.75 1.24s/it
step 15400 mel 0.4118 ema 0.4245 gloss 30.00 1.24s/it
step 15500 mel 0.4374 ema 0.4263 gloss 30.94 1.24s/it
step 15600 mel 0.4405 ema 0.4243 gloss 29.76 1.24s/it
step 15700 mel 0.4121 ema 0.4233 gloss 30.50 1.24s/it
step 15800 mel 0.4163 ema 0.4259 gloss 30.72 1.24s/it
step 15900 mel 0.4340 ema 0.4252 gloss 30.35 1.24s/it
step 16000 mel 0.4061 ema 0.4246 gloss 29.95 1.24s/it
step 16100 mel 0.4210 ema 0.4258 gloss 29.35 1.24s/it
step 16200 mel 0.4046 ema 0.4235 gloss 29.64 1.24s/it
step 16300 mel 0.4229 ema 0.4230 gloss 31.29 1.24s/it
step 16400 mel 0.4220 ema 0.4242 gloss 29.97 1.24s/it
step 16500 mel 0.4218 ema 0.4241 gloss 30.87 1.24s/it
step 16600 mel 0.4279 ema 0.4244 gloss 30.15 1.24s/it
step 16700 mel 0.4267 ema 0.4273 gloss 31.21 1.24s/it
step 16800 mel 0.4047 ema 0.4242 gloss 29.39 1.24s/it
step 16900 mel 0.4368 ema 0.4245 gloss 31.33 1.24s/it
step 17000 mel 0.4318 ema 0.4275 gloss 29.77 1.24s/it
step 17100 mel 0.4174 ema 0.4251 gloss 29.79 1.24s/it
step 17200 mel 0.4241 ema 0.4240 gloss 31.09 1.24s/it
step 17300 mel 0.4001 ema 0.4246 gloss 30.47 1.24s/it
step 17400 mel 0.4166 ema 0.4288 gloss 29.45 1.24s/it
step 17500 mel 0.4294 ema 0.4242 gloss 30.91 1.24s/it
step 17600 mel 0.4206 ema 0.4238 gloss 30.82 1.24s/it
step 17700 mel 0.4559 ema 0.4271 gloss 30.67 1.24s/it
step 17800 mel 0.4399 ema 0.4226 gloss 29.49 1.24s/it
step 17900 mel 0.4186 ema 0.4226 gloss 28.42 1.24s/it
step 18000 mel 0.4254 ema 0.4221 gloss 30.55 1.24s/it
step 18100 mel 0.4359 ema 0.4254 gloss 31.15 1.25s/it
step 18200 mel 0.4219 ema 0.4237 gloss 30.06 1.25s/it
step 18300 mel 0.4122 ema 0.4254 gloss 29.23 1.25s/it
step 18400 mel 0.4138 ema 0.4223 gloss 30.54 1.25s/it
step 18500 mel 0.4290 ema 0.4260 gloss 31.56 1.25s/it
step 18600 mel 0.4159 ema 0.4228 gloss 30.97 1.25s/it
step 18700 mel 0.4212 ema 0.4243 gloss 30.20 1.25s/it
step 18800 mel 0.4489 ema 0.4230 gloss 31.09 1.25s/it
step 18900 mel 0.4206 ema 0.4254 gloss 29.73 1.25s/it
step 19000 mel 0.4167 ema 0.4285 gloss 31.13 1.25s/it
step 19100 mel 0.4254 ema 0.4211 gloss 30.75 1.25s/it
step 19200 mel 0.4301 ema 0.4220 gloss 30.54 1.25s/it
step 19300 mel 0.4790 ema 0.4218 gloss 30.50 1.25s/it
step 19400 mel 0.4120 ema 0.4223 gloss 30.90 1.25s/it
step 19500 mel 0.4128 ema 0.4258 gloss 30.30 1.25s/it
step 19600 mel 0.4192 ema 0.4248 gloss 32.44 1.25s/it
step 19700 mel 0.4172 ema 0.4237 gloss 31.55 1.25s/it
step 19800 mel 0.4134 ema 0.4249 gloss 30.40 1.25s/it
step 19900 mel 0.4049 ema 0.4207 gloss 30.47 1.25s/it
step 20000 mel 0.4591 ema 0.4229 gloss 30.59 1.25s/it
step 20100 mel 0.4198 ema 0.4255 gloss 29.93 1.25s/it
step 20200 mel 0.4248 ema 0.4236 gloss 29.23 1.25s/it
step 20300 mel 0.4156 ema 0.4224 gloss 29.95 1.25s/it
step 20400 mel 0.4198 ema 0.4235 gloss 30.64 1.25s/it
step 20500 mel 0.4121 ema 0.4225 gloss 30.03 1.25s/it
step 20600 mel 0.4230 ema 0.4204 gloss 29.80 1.25s/it
step 20700 mel 0.4339 ema 0.4231 gloss 30.55 1.25s/it
step 20800 mel 0.4147 ema 0.4208 gloss 30.25 1.25s/it
step 20900 mel 0.4303 ema 0.4232 gloss 31.95 1.25s/it
step 21000 mel 0.4268 ema 0.4231 gloss 30.48 1.25s/it
step 21100 mel 0.4349 ema 0.4232 gloss 30.69 1.25s/it
step 21200 mel 0.4398 ema 0.4220 gloss 30.03 1.25s/it
