ds2: 1750 train / 35 val (0 short items)
step 79600 loss 4.035 ema 4.046 val 4.196 0.06s/it
step 79800 loss 4.125 ema 4.046 val 4.228 0.06s/it
step 80000 loss 4.078 ema 4.044 val 4.280 0.06s/it
step 80200 loss 4.025 ema 4.038 val 4.194 0.06s/it
step 80400 loss 4.147 ema 4.031 val 4.248 0.06s/it
step 80600 loss 3.961 ema 4.039 val 4.297 0.06s/it
step 80800 loss 3.912 ema 4.033 val 4.263 0.06s/it
step 81000 loss 4.036 ema 4.027 val 4.315 0.06s/it
step 81200 loss 3.963 ema 4.029 val 4.384 0.06s/it
step 81400 loss 4.119 ema 4.032 val 4.168 0.06s/it
step 81600 loss 4.076 ema 4.034 val 4.238 0.06s/it
step 81800 loss 4.148 ema 4.036 val 4.150 0.06s/it
step 82000 loss 3.887 ema 4.018 val 4.249 0.06s/it
step 82200 loss 3.918 ema 4.037 val 4.318 0.06s/it
step 82400 loss 4.096 ema 4.029 val 4.305 0.06s/it
step 82600 loss 3.887 ema 4.028 val 4.269 0.06s/it
step 82800 loss 4.068 ema 4.035 val 4.351 0.06s/it
step 83000 loss 3.978 ema 4.038 val 4.329 0.06s/it
step 83200 loss 4.058 ema 4.038 val 4.291 0.06s/it
step 83400 loss 4.077 ema 4.033 val 4.303 0.06s/it
step 83600 loss 4.062 ema 4.034 val 4.150 0.06s/it
step 83800 loss 4.006 ema 4.032 val 4.269 0.06s/it
step 84000 loss 4.021 ema 4.023 val 4.135 0.06s/it
step 84200 loss 4.094 ema 4.033 val 4.293 0.06s/it
step 84400 loss 4.054 ema 4.035 val 4.146 0.06s/it
step 84600 loss 3.903 ema 4.043 val 4.263 0.06s/it
step 84800 loss 4.012 ema 4.024 val 4.231 0.06s/it
step 85000 loss 4.047 ema 4.027 val 4.268 0.06s/it
step 85200 loss 3.977 ema 4.036 val 4.144 0.06s/it
step 85400 loss 4.046 ema 4.030 val 4.254 0.06s/it
step 85600 loss 4.038 ema 4.031 val 4.241 0.06s/it
step 85800 loss 4.034 ema 4.034 val 4.331 0.06s/it
step 86000 loss 3.993 ema 4.024 val 4.417 0.06s/it
step 86200 loss 4.035 ema 4.029 val 4.292 0.06s/it
step 86400 loss 4.114 ema 4.025 val 4.237 0.06s/it
step 86600 loss 3.962 ema 4.034 val 4.279 0.06s/it
step 86800 loss 3.949 ema 4.034 val 4.251 0.06s/it
